location_id,actual_consumption_ml,predicted_consumption_ml,mae_ml,mean_error_ml,mean_error_pct
26_ramamurthynagar,245.88,256.13306517436274,10.253065174362746,10.253065174362746,4.169946792891958
70_rajagopalanagar,181.46,191.3122803093203,9.852280309320292,9.852280309320292,5.42945018699454
82_garudacharpalya,174.66,184.3649106337568,9.704910633756782,9.704910633756782,5.5564586246174175
146_lakkasandra,85.67,95.36925521989052,9.699255219890516,9.699255219890516,11.321647274297325
28_kammanahalli,167.48,177.07298820581366,9.592988205813668,9.592988205813668,5.727841059119697
161_hosakerehalli,172.47,163.09494607524005,9.375053924759952,-9.375053924759952,-5.435759218855426
182_padmanabhanagar,159.96,169.14691003655784,9.186910036557832,9.186910036557832,5.7432545864952695
143_vishweshrapuram,105.76,114.87367339070106,9.113673390701052,9.113673390701052,8.61731598969464
53_basavanapura,201.81,210.87527097643087,9.065270976430869,9.065270976430869,4.491983041688155
163_katriguppe,131.17,140.10968309845893,8.939683098458943,8.939683098458943,6.815341235388385
174_hsr_layout,545.35,553.8794058998409,8.529405899840867,8.529405899840867,1.5640241862731947
66_subramanyanagar,113.37,121.86886714251962,8.498867142519615,8.498867142519615,7.496575057351692
24_hbr_layout,236.07,244.47702450382965,8.40702450382966,8.40702450382966,3.5612422179140344
15_t._dasarahalli,133.91,142.28697693326163,8.37697693326163,8.37697693326163,6.2556768973651184
111_shanthala_nagar,218.11,226.22900997530255,8.11900997530256,8.11900997530256,3.7224382079237817
171_gurappanapalya,187.08,179.088391500778,7.991608499222025,-7.991608499222025,-4.271759941854834
168_pattabhiramnagar,130.88,138.8676020945623,7.987602094562305,7.987602094562305,6.10299671039296
57_c.v._ramannagar,73.92,81.82512141683486,7.905121416834859,7.905121416834859,10.694157760869668
21_hebbal,160.69,168.3544224261849,7.664422426184899,7.664422426184899,4.769694707937581
9_vidyaranyapura,274.02,281.61454589845346,7.594545898453475,7.594545898453475,2.771529778283876
177_j.p.nagar,162.65,170.19188578929518,7.541885789295179,7.541885789295179,4.636880288530698
16_jalahalli,89.21,96.719049056353,7.509049056353007,7.509049056353007,8.417272790441663
118_sudamnagar,90.65,98.1281163398314,7.478116339831402,7.478116339831402,8.249438874607172
198_hemmigepura,142.71,135.49736365990472,7.212636340095287,-7.212636340095287,-5.054051110710732
164_vidyapeetha_ward,97.38,104.4605099322316,7.0805099322315925,7.0805099322315925,7.271010404838357
150_bellandur,399.28,392.2243821232473,7.055617876752649,-7.055617876752649,-1.7670852225888225
56_a._narayanapura,220.21,227.1688453392904,6.958845339290349,6.958845339290349,3.1600950634804725
176_btm_layout,252.5,259.4108066597293,6.910806659729303,6.910806659729303,2.7369531325660605
166_karisandra,113.42,120.19667694418952,6.776676944189532,6.776676944189532,5.974851828768764
124_hosahalli,104.46,111.18230782233148,6.722307822331473,6.722307822331473,6.435293722316173
29_kacharakanahalli,120.16,126.8753130346611,6.715313034661108,6.715313034661108,5.588642671988272
87_hal_airport,88.0,94.64897550883956,6.64897550883957,6.64897550883957,7.555653987317693
134_bapujinagar,130.22,123.65129253511718,6.56870746488282,-6.56870746488282,-5.0443153623735375
14_sidedahalli,40.44,46.844743388648375,6.404743388648377,6.404743388648377,15.837644383403507
13_mallasandra,62.17,68.53653256925037,6.366532569250367,6.366532569250367,10.240522067316016
157_gali_anjaneya_swamy_temple_ward,133.31,126.94393016952203,6.366069830477969,-6.366069830477969,-4.775388065769985
17_j.p.park,120.05,126.2763548568566,6.226354856856588,6.226354856856588,5.186468019039224
100_basaveshwaranagar,158.23,164.3863208203871,6.156320820387123,6.156320820387123,3.890741844395578
81_vignananagar,197.57,203.71224729307733,6.142247293077361,6.142247293077361,3.1088967419534144
144_siddapura,108.95,114.92749753384253,5.977497533842509,5.977497533842509,5.486459416101431
99_rajajinagar,108.69,114.60884553649257,5.918845536492569,5.918845536492569,5.445621065868589
58_hosathippasandra,144.13,150.0077593537911,5.877759353791106,5.877759353791106,4.078095714834598
179_shakambarinagar,104.31,110.13347934932412,5.823479349324131,5.823479349324131,5.582858162519539
52_k.r.puram,173.05,178.84624542848306,5.796245428483047,5.796245428483047,3.3494628306749763
69_laggere,230.88,236.64881940744445,5.768819407444454,5.768819407444454,2.4986224044717837
191_singasandra,182.52,176.82456713718693,5.695432862813078,-5.695432862813078,-3.1204431639344063
63_jayamahal,117.16,122.82788766432571,5.6678876643257325,5.6678876643257325,4.837732728171504
37_yeshwanthpur,59.3,64.89932930111262,5.599329301112618,5.599329301112618,9.442376561741348
8_kodigehalli,130.32,135.82149532462782,5.501495324627825,5.501495324627825,4.221528026878319
41_peenya_industrial_area,236.64,231.26395295972569,5.376047040274301,-5.376047040274301,-2.2718251522457327
80_hoysalanagar,150.06,155.33847964792213,5.278479647922126,5.278479647922126,3.517579400188008
19_sanjaynagar,82.66,87.80113930398149,5.14113930398149,5.14113930398149,6.219621708179882
165_ganeshmandira_ward,109.01,114.1490635396538,5.13906353965379,5.13906353965379,4.714304687325741
67_nagapura,168.34,173.46143191223146,5.121431912231458,5.121431912231458,3.0423143116499096
167_yadiyuru,99.77,104.82156272526274,5.051562725262741,5.051562725262741,5.063208103901715
83_kadugodi,57.36,52.31812043604538,5.041879563954616,-5.041879563954616,-8.789887663798146
181_kumaraswamy_layout,242.02,247.0491289415214,5.029128941521378,5.029128941521378,2.07798072123022
1_kempegowda_ward,109.74,114.75783182565031,5.017831825650319,5.017831825650319,4.572472959404337
96_okalipuram,122.64,127.60242206542124,4.962422065421251,4.962422065421251,4.04633240820389
74_shakthiganapathi_nagar,149.78,154.71591700077855,4.9359170007785735,4.9359170007785735,3.2954446526763075
158_deepanjali_nagar,79.75,74.87057995315352,4.879420046846477,-4.879420046846477,-6.118395043067682
43_nandini_layout,151.01,155.87114124231763,4.861141242317643,4.861141242317643,3.219085651491718
108_srirammandira_ward,112.16,116.99426842968964,4.834268429689644,4.834268429689644,4.310153735457956
75_shankaramata,142.0,146.7264155305586,4.726415530558597,4.726415530558597,3.328461641238449
190_mangammanapalya,88.99,93.69824562022822,4.708245620228226,4.708245620228226,5.290758085434573
65_kadumalleshwara,146.84,151.43149976450695,4.591499764506949,4.591499764506949,3.1268726263327085
18_radhakrishna_temple_ward,91.1,95.68717835111704,4.5871783511170605,4.5871783511170605,5.035322010007751
109_chikpet,107.59,112.15648364627236,4.566483646272346,4.566483646272346,4.2443383644133705
88_jeevanbhimanagar,140.86,145.3784741402394,4.518474140239391,4.518474140239391,3.207776615248751
73_kottigepalya,199.53,204.03500512376505,4.505005123765017,4.505005123765017,2.257808411649885
178_sarakki,165.82,170.3091378364577,4.489137836457701,4.489137836457701,2.707235458001267
49_lingarajapura,91.75,96.23904255198605,4.489042551986032,4.489042551986032,4.892689429957527
6_thanisandra,88.4,83.95255737447087,4.447442625529135,-4.447442625529135,-5.031043694037483
101_kamakshipalya,91.11,95.4795920717913,4.369592071791303,4.369592071791303,4.795952224554168
180_banashankari_temple_ward,112.21,116.54076597147451,4.33076597147452,4.33076597147452,3.85951873404734
173_jakkasandra,117.87,122.1600175110378,4.290017511037803,4.290017511037803,3.639617808634769
77_dattathreya_temple,109.83,113.9854394060898,4.155439406089798,4.155439406089798,3.7835194446779545
169_byrasandra,110.75,114.90000150504264,4.150001505042653,4.150001505042653,3.747179688526097
187_puttenahalli,145.7,149.7479362164066,4.047936216406612,4.047936216406612,2.778267821830207
141_azadnagar,108.93,104.88686604312652,4.043133956873476,-4.043133956873476,-3.711680856397205
151_koramangala,310.26,314.20802777898035,3.948027778980361,3.948027778980361,1.2724900982983178
130_ullalu,191.81,195.71528913660404,3.90528913660404,3.90528913660404,2.036019569680434
113_konena_agrahara,121.08,124.96215743846548,3.882157438465484,3.882157438465484,3.2062747261855664
60_sagayapuram,90.41,94.21343896438908,3.803438964389088,3.803438964389088,4.206878624476372
142_sunkenahalli,63.4,67.1631028943651,3.7631028943650975,3.7631028943650975,5.93549352423517
154_basavanagudi,132.53,136.29042001727413,3.7604200172741287,3.7604200172741287,2.837410410679943
194_gottigere,104.39,100.85198604524427,3.538013954755712,-3.538013954755712,-3.389226894104524
45_malleshwaram,98.22,101.67240641800372,3.452406418003733,3.452406418003733,3.5149729362693267
11_kuvempunagar,64.55,67.99620646715802,3.446206467158021,3.446206467158021,5.338817145093758
128_nagarabhavi,254.74,258.1777775444926,3.437777544492576,3.437777544492576,1.3495240419614414
147_adugodi,112.91,109.4831258376373,3.4268741623626937,-3.4268741623626937,-3.035049297991935
188_bilekahalli,232.93,236.3390966334592,3.4090966334592,3.4090966334592,1.4635713018757566
3_attur,171.05,174.39671683779622,3.346716837796208,3.346716837796208,1.95657225243859
68_mahalakshmipuram,127.69,124.41187355768275,3.2781264423172445,-3.2781264423172445,-2.567253850980691
61_s.k._garden,74.27,77.50421168664933,3.234211686649332,3.234211686649332,4.354667680960457
140_chamrajpet,164.06,167.2555413356681,3.1955413356681106,3.1955413356681106,1.9477882089894611
105_agrahara_dasarahalli,92.2,95.39028520740634,3.1902852074063333,3.1902852074063333,3.460179183737888
123_vijaynagar,82.48,85.64664201984402,3.1666420198440197,3.1666420198440197,3.839284699131934
64_rajamahal,84.92,88.03459226811492,3.1145922681149187,3.1145922681149187,3.667678130140036
195_konanakunte,283.26,286.36627706173465,3.1062770617346587,3.1062770617346587,1.096616910871517
7_byatarayanapura,285.57,288.59386372895614,3.023863728956144,3.023863728956144,1.0588870430914117
79_sarvagnanagar,73.15,76.14142942752754,2.9914294275275357,2.9914294275275357,4.089445560529781
38_h.m.t,136.51,139.44690061168387,2.936900611683882,2.936900611683882,2.151417926660232
121_binnypet,94.77,97.67322213924552,2.9032221392455284,2.9032221392455284,3.063440054073576
139_k.r._market,52.42,49.52372436739186,2.8962756326081447,-2.8962756326081447,-5.525134743624847
92_shivajinagar,211.81,208.9972274374699,2.812772562530114,-2.812772562530114,-1.3279696721260157
103_kaveripura,101.06,103.72950374645666,2.669503746456656,2.669503746456656,2.6415038061118694
110_sampangiramnagar,128.43,130.9762520947655,2.5462520947654923,2.5462520947654923,1.9825991549992157
30_kadugondanahalli,128.6,131.12141266360155,2.521412663601581,2.521412663601581,1.960663035460016
115_vannarpet,101.91,104.3789514805454,2.4689514805454,2.4689514805454,2.4226783245465606
122_kempapura_agrahara,85.25,87.70417409582156,2.454174095821557,2.454174095821557,2.87879659333907
89_jogupalya,124.2,126.61855246836944,2.418552468369427,2.418552468369427,1.9473047249351263
193_arakere,336.18,338.5864950156326,2.406495015632572,2.406495015632572,0.7158352714714058
156_srinagar,141.35,143.74263881782315,2.392638817823155,2.392638817823155,1.6927052124677429
106_dr._rajkumar_ward,76.88,79.16135936754308,2.281359367543089,2.281359367543089,2.967428938011303
76_gayathrinagar,111.43,113.6439713926105,2.213971392610489,2.213971392610489,1.9868719309077347
78_pulikeshinagar,119.25,117.1052036059198,2.1447963940801884,-2.1447963940801884,-1.7985713996479566
20_ganganagar,70.47,68.32602687617938,2.143973123820615,-2.143973123820615,-3.042391264113261
62_ramaswamy_palya,73.42,75.52657281580274,2.1065728158027355,2.1065728158027355,2.8692084116081933
97_dayanandanagar,81.66,83.68000839443683,2.020008394436829,2.020008394436829,2.473681599849166
22_vishwanathnagenahalli,73.64,75.50901485624371,1.8690148562437088,1.8690148562437088,2.538042987837736
33_manorayanapalya,60.88,62.67587515341244,1.7958751534124389,1.7958751534124389,2.949860633069052
186_jaraganahalli,77.46,79.24152615950749,1.781526159507493,1.781526159507493,2.2999304925219377
10_doddabommasandra,30.17,31.947936043771023,1.777936043771021,1.777936043771021,5.893059475541999
136_jagareevanram_nagar,122.62,124.25696728476689,1.636967284766868,1.636967284766868,1.3349920769587895
104_govindrajnagara,75.32,73.70362304522352,1.61637695477647,-1.61637695477647,-2.1460129511105555
126_maruthi_mandira_ward,98.37,96.76991855873467,1.6000814412653313,-1.6000814412653313,-1.6265949387672372
55_devasandra,84.27,85.77618024778356,1.5061802477835613,1.5061802477835613,1.787326744729514
170_jayanagar_east,97.28,98.7103853191104,1.4303853191103857,1.4303853191103857,1.4703796454670903
48_muneshwaranagar,34.67,36.09555759620009,1.4255575962000862,1.4255575962000862,4.11179000923013
5_jakkur,110.83,109.54589712144332,1.2841028785566806,-1.2841028785566806,-1.1586239091912665
107_shivanagar,85.37,86.65358095811375,1.2835809581137454,1.2835809581137454,1.5035503784862896
34_gangenahalli,47.61,48.86290572936321,1.2529057293632135,1.2529057293632135,2.631602036049598
35_aramane_nagar,76.86,78.10773631861056,1.2477363186105634,1.2477363186105634,1.6233883926757269
172_madiwala,169.93,171.10024345838744,1.1702434583874322,1.1702434583874322,0.6886620716691768
51_vijinapura,122.86,123.95584834057024,1.0958483405702282,1.0958483405702282,0.8919488365377081
148_ejipura,140.03,138.94221301918188,1.087786980818123,-1.087786980818123,-0.7768242382476063
162_girinagar,178.72,179.78967684725578,1.0696768472557778,1.0696768472557778,0.5985210649372078
116_neelasandra,60.54,61.59205110124925,1.0520511012492475,1.0520511012492475,1.737778495621486
120_cottonpet,62.9,63.94784585894481,1.047845858944811,1.047845858944811,1.6658916676388091
135_padarayanapura,68.73,69.7693569111907,1.0393569111906942,1.0393569111906942,1.5122317927989146
132_attiguppe,165.17,164.13819629549033,1.031803704509656,-1.031803704509656,-0.6246919564749386
84_hagadooru,109.88,108.85323998447709,1.0267600155229104,-1.0267600155229104,-0.9344375823834276
46_jayachamarajendra_nagar,178.74,177.7733661703178,0.9666338296822232,-0.9666338296822232,-0.540804425244614
102_vrushabhavathi_nagar,96.2,97.15945284164066,0.9594528416406548,0.9594528416406548,0.9973522262376868
152_sudduguntepalya,150.6,149.65626913884313,0.9437308611568652,-0.9437308611568652,-0.6266473181652492
119_dharmarayaswamy_temple_ward,96.41,97.35178841626544,0.9417884162654389,0.9417884162654389,0.9768576042583124
153_jayanagar,7.86,8.779369624449622,0.9193696244496214,0.9193696244496214,11.696814560427752
31_kushalnagar,54.1,54.98095681050431,0.8809568105043084,0.8809568105043084,1.6283859713573168
137_rayapuram,75.61,76.46824465384988,0.85824465384988,0.85824465384988,1.135094106401111
95_subhashnagar,61.87,62.67256136707,0.8025613670699983,0.8025613670699983,1.29717369818975
40_doddabidirakalu,0.0,0.7485431874606875,0.7485431874606875,0.7485431874606875,
23_nagavara,187.37,188.02310907574716,0.6531090757471247,0.6531090757471247,0.3485665131809387
138_chalavadipalya,50.62,51.25163119010617,0.6316311901061695,0.6316311901061695,1.247789786855333
125_marenahalli,87.54,86.95663532981467,0.5833646701853326,-0.5833646701853326,-0.6663978411986892
39_chokkasandra,133.8,133.23994512741072,0.5600548725892907,-0.5600548725892907,-0.4185761379591111
133_hampinagar,77.18,76.62012241969022,0.559877580309788,-0.559877580309788,-0.7254179584215962
127_moodalapalya,125.57,125.0478526135657,0.5221473864342983,-0.5221473864342983,-0.4158217619131148
155_hanumanthanagar,87.73,87.30991652320473,0.4200834767952699,-0.4200834767952699,-0.4788367454636611
98_prakashnagar,78.84,78.55037342943251,0.2896265705674921,-0.2896265705674921,-0.3673599322266515
59_maruthiseva_nagar,158.47,158.29400689516189,0.1759931048381133,-0.1759931048381133,-0.111057679584851
47_devarajeevanahalli,79.48,79.32798824240331,0.1520117575966963,-0.1520117575966963,-0.1912578731714851
42_lakshmidevinagar,107.14,107.00857812768132,0.1314218723186826,-0.1314218723186826,-0.122663685195709
191_singsandra,43.86,43.76429538896289,0.0957046110371067,-0.0957046110371067,-0.218204767526463
54_hoodi,343.15,343.2180534284233,0.0680534284232976,0.0680534284232976,0.0198319768099366
36_mathikere,87.41,87.3596177196626,0.0503822803374021,-0.0503822803374021,-0.0576390348214187
