forecast_month,location_id,actual_consumption_ml,predicted_consumption_ml,prediction_error_ml,prediction_error_pct,deviation_pct,rolling_3_month_std,consumption_change_pct,abs_prediction_error_pct,abs_deviation_pct,abs_consumption_change_pct,high_prediction_error,high_deviation,high_variability,high_consumption_change,risk_score,risk_category
2026-03-01,130_ullalu,191.81,195.71528913660404,3.90528913660404,2.036019569680434,0.6247439573945098,6.820285917760344,-2.6938694661780715,2.036019569680434,0.6247439573945098,2.6938694661780715,0,0,1,0,1,Low
2026-03-01,150_bellandur,399.28,392.2243821232473,-7.055617876752649,-1.7670852225888225,6.615230134141196,21.738054957455,1.9775402649854632,1.7670852225888225,6.615230134141196,1.9775402649854632,0,0,1,0,1,Low
2026-03-01,188_bilekahalli,232.93,236.3390966334592,3.4090966334592,1.4635713018757566,5.79568614130435,6.462778040440087,7.322220786492657,1.4635713018757566,5.79568614130435,7.322220786492657,0,0,1,0,1,Low
2026-03-01,128_nagarabhavi,254.74,258.1777775444926,3.437777544492576,1.3495240419614414,3.602959341559533,6.796148419019081,0.5260966655312226,1.3495240419614414,3.602959341559533,0.5260966655312226,0,0,1,0,1,Low
2026-03-01,7_byatarayanapura,285.57,288.59386372895614,3.023863728956144,1.0588870430914117,-0.8237021157610077,6.379218865451541,-2.5014603305501057,1.0588870430914117,0.8237021157610077,2.5014603305501057,0,0,1,0,1,Low
2026-03-01,162_girinagar,178.72,179.78967684725578,1.0696768472557778,0.5985210649372078,1.883513649868274,6.668935447280871,-2.169232425449457,0.5985210649372078,1.883513649868274,2.169232425449457,0,0,1,0,1,Low
2026-03-01,39_chokkasandra,133.8,133.23994512741072,-0.5600548725892907,-0.4185761379591111,1.9977298524403984,7.2456331676396735,-3.9341458199700736,0.4185761379591111,1.9977298524403984,3.9341458199700736,0,0,1,0,1,Low
2026-03-01,59_maruthiseva_nagar,158.47,158.29400689516189,-0.1759931048381133,-0.111057679584851,-0.2581538849011616,6.620747691915181,-4.50325536532433,0.111057679584851,0.2581538849011616,4.50325536532433,0,0,1,0,1,Low
2026-03-01,27_banasawadi,260.34,285.844231057461,25.504231057461027,9.796508818261133,0.864353764236774,3.1582326281213886,-0.3785064912094497,9.796508818261133,0.864353764236774,0.3785064912094497,0,0,0,0,0,Normal
2026-03-01,37_yeshwanthpur,59.3,64.89932930111262,5.599329301112618,9.442376561741348,-0.186423949994511,2.8955367953685807,-5.364940736119783,9.442376561741348,0.186423949994511,5.364940736119783,0,0,0,0,0,Normal
2026-03-01,44_marappanahalli,110.91,121.22294098225612,10.312940982256135,9.298477127631536,1.3471151402185793,5.883986743696848,-4.142960173090794,9.298477127631536,1.3471151402185793,4.142960173090794,0,0,0,0,0,Normal
2026-03-01,197_vasanthapura,127.33,139.02434297405853,11.694342974058529,9.184279411025312,0.7346998751010212,3.518962915405484,-2.176084474885833,9.184279411025312,0.7346998751010212,2.176084474885833,0,0,0,0,0,Normal
2026-03-01,112_dommalur,184.44,201.00330060485808,16.563300604858085,8.980319130805729,-2.5289327046720733,5.297257151897827,-5.122279992297317,8.980319130805729,2.5289327046720733,5.122279992297317,0,0,0,0,0,Normal
2026-03-01,183_chikkallasandra,120.54,131.23865692956358,10.698656929563567,8.87560720886309,-0.7706885660138862,1.2627087286199985,-1.356443104747538,8.87560720886309,0.7706885660138862,1.356443104747538,0,0,0,0,0,Normal
2026-03-01,131_nayandanahalli,126.93,115.76873530411886,-11.161264695881144,-8.793244068290509,4.810214139550982,0.3808324215896557,4.436977685879216,8.793244068290509,4.810214139550982,4.436977685879216,0,0,0,0,0,Normal
2026-03-01,83_kadugodi,57.36,52.31812043604538,-5.041879563954616,-8.789887663798146,6.844008264462806,0.6357148207596152,5.913978494623652,8.789887663798146,6.844008264462806,5.913978494623652,0,0,0,0,0,Normal
2026-03-01,143_vishweshrapuram,105.76,114.87367339070106,9.113673390701052,8.61731598969464,1.0289990645463165,2.44442904035556,-1.395189591714453,8.61731598969464,1.0289990645463165,1.395189591714453,0,0,0,0,0,Normal
2026-03-01,118_sudamnagar,90.65,98.1281163398314,7.478116339831402,8.249438874607172,-4.601793691847768,2.542170988217225,-5.405675459632291,8.249438874607172,4.601793691847768,5.405675459632291,0,0,0,0,0,Normal
2026-03-01,87_hal_airport,88.0,94.64897550883956,6.64897550883957,7.555653987317693,0.6931542089466856,1.593308925893952,-1.2405382674516472,7.555653987317693,0.6931542089466856,1.2405382674516472,0,0,0,0,0,Normal
2026-03-01,164_vidyapeetha_ward,97.38,104.4605099322316,7.0805099322315925,7.271010404838357,1.669303542023179,4.806166178289454,-3.351749539594844,7.271010404838357,1.669303542023179,3.351749539594844,0,0,0,0,0,Normal
2026-03-01,85_doddanekkundi,313.53,335.0780218675769,21.54802186757695,6.872714530531991,7.991574773881803,0.9057041459549372,8.08196670490126,6.872714530531991,7.991574773881803,8.08196670490126,0,0,0,0,0,Normal
2026-03-01,163_katriguppe,131.17,140.10968309845893,8.939683098458943,6.815341235388385,1.879905527590237,3.1438882507704644,1.5552543340229772,6.815341235388385,1.879905527590237,1.5552543340229772,0,0,0,0,0,Normal
2026-03-01,124_hosahalli,104.46,111.18230782233148,6.722307822331473,6.435293722316173,2.4898668210770083,2.10038885288724,0.2683363148479402,6.435293722316173,2.4898668210770083,0.2683363148479402,0,0,0,0,0,Normal
2026-03-01,117_shanthinagar,227.44,241.8910154136603,14.451015413660317,6.353770406990993,-0.070923920456089,2.6310897615498576,-0.3468396784592134,6.353770406990993,0.070923920456089,0.3468396784592134,0,0,0,0,0,Normal
2026-03-01,15_t._dasarahalli,133.91,142.28697693326163,8.37697693326163,6.2556768973651184,3.453719205931595,2.326506680268163,1.721461831522504,6.2556768973651184,3.453719205931595,1.721461831522504,0,0,0,0,0,Normal
2026-03-01,19_sanjaynagar,82.66,87.80113930398149,5.14113930398149,6.219621708179882,2.6514862076870167,1.4609015481316134,3.765496466226393,6.219621708179882,2.6514862076870167,3.765496466226393,0,0,0,0,0,Normal
2026-03-01,158_deepanjali_nagar,79.75,74.87057995315352,-4.879420046846477,-6.118395043067682,2.179872656526369,3.759685270515757,-2.8012618296529954,6.118395043067682,2.179872656526369,2.8012618296529954,0,0,0,0,0,Normal
2026-03-01,168_pattabhiramnagar,130.88,138.8676020945623,7.987602094562305,6.10299671039296,0.5400390160346547,0.6182502190323956,0.6933523945675474,6.10299671039296,0.5400390160346547,0.6933523945675474,0,0,0,0,0,Normal
2026-03-01,145_hombegowdanagar,188.67,200.07751060146285,11.40751060146286,6.0462768863427465,-1.3479639436245816,1.290167947723631,-2.018103576198241,6.0462768863427465,1.3479639436245816,2.018103576198241,0,0,0,0,0,Normal
2026-03-01,166_karisandra,113.42,120.19667694418952,6.776676944189532,5.974851828768764,0.0305623471882599,3.3308457384474126,-1.0797889878008475,5.974851828768764,0.0305623471882599,1.0797889878008475,0,0,0,0,0,Normal
2026-03-01,142_sunkenahalli,63.4,67.1631028943651,3.7631028943650975,5.93549352423517,1.2064893726255232,1.7073468696586909,-1.705310396409874,5.93549352423517,1.2064893726255232,1.705310396409874,0,0,0,0,0,Normal
2026-03-01,10_doddabommasandra,30.17,31.947936043771023,1.777936043771021,5.893059475541999,3.275939177101968,0.9962596716385452,-0.5490956072351476,5.893059475541999,3.275939177101968,0.5490956072351476,0,0,0,0,0,Normal
2026-03-01,182_padmanabhanagar,159.96,169.14691003655784,9.186910036557832,5.7432545864952695,2.4527965446872577,3.97271108102934,0.2034647134054146,5.7432545864952695,2.4527965446872577,0.2034647134054146,0,0,0,0,0,Normal
2026-03-01,28_kammanahalli,167.48,177.07298820581366,9.592988205813668,5.727841059119697,1.898948796202094,4.360860006925279,-0.5241379310344765,5.727841059119697,1.898948796202094,0.5241379310344765,0,0,0,0,0,Normal
2026-03-01,29_kacharakanahalli,120.16,126.8753130346611,6.715313034661108,5.588642671988272,-0.5959475566150282,1.1517956994769003,-1.6080633992459823,5.588642671988272,0.5959475566150282,1.6080633992459823,0,0,0,0,0,Normal
2026-03-01,179_shakambarinagar,104.31,110.13347934932412,5.823479349324131,5.582858162519539,3.756906077348064,1.0256217626395228,2.875924404272807,5.582858162519539,3.756906077348064,2.875924404272807,0,0,0,0,0,Normal
2026-03-01,82_garudacharpalya,174.66,184.3649106337568,9.704910633756782,5.5564586246174175,5.519156815268485,5.089060162086179,8.228333515941717,5.5564586246174175,5.519156815268485,8.228333515941717,0,0,0,0,0,Normal
2026-03-01,144_siddapura,108.95,114.92749753384253,5.977497533842509,5.486459416101431,-2.3073611708997164,0.8013114251024267,-1.80008654262224,5.486459416101431,2.3073611708997164,1.80008654262224,0,0,0,0,0,Normal
2026-03-01,99_rajajinagar,108.69,114.60884553649257,5.918845536492569,5.445621065868589,2.794493204567469,3.8751301053427074,-0.4519870373528919,5.445621065868589,2.794493204567469,0.4519870373528919,0,0,0,0,0,Normal
2026-03-01,161_hosakerehalli,172.47,163.09494607524005,-9.375053924759952,-5.435759218855426,-2.5445754004230934,4.51897112183735,-5.013254786450657,5.435759218855426,2.5445754004230934,5.013254786450657,0,0,0,0,0,Normal
2026-03-01,11_kuvempunagar,64.55,67.99620646715802,3.446206467158021,5.338817145093758,2.951238192494249,3.0084935322073423,-2.0833333333333437,5.338817145093758,2.951238192494249,2.0833333333333437,0,0,0,0,0,Normal
2026-03-01,190_mangammanapalya,88.99,93.69824562022822,4.708245620228226,5.290758085434573,-1.506252026953981,4.255165488360382,-6.178560395427865,5.290758085434573,1.506252026953981,6.178560395427865,0,0,0,0,0,Normal
2026-03-01,17_j.p.park,120.05,126.2763548568566,6.226354856856588,5.186468019039224,-1.7694982097452294,4.037540505472746,-4.9841891281433455,5.186468019039224,1.7694982097452294,4.9841891281433455,0,0,0,0,0,Normal
2026-03-01,50_benniganahalli,361.26,379.5679996296296,18.30799962962965,5.067818089362135,-3.162227307929936,5.223651341096092,-3.0170723417605743,5.067818089362135,3.162227307929936,3.0170723417605743,0,0,0,0,0,Normal
2026-03-01,167_yadiyuru,99.77,104.82156272526274,5.051562725262741,5.063208103901715,1.340278218890949,4.060472057942667,-2.5382571245303733,5.063208103901715,1.340278218890949,2.5382571245303733,0,0,0,0,0,Normal
2026-03-01,18_radhakrishna_temple_ward,91.1,95.68717835111704,4.5871783511170605,5.035322010007751,0.6746784735399391,0.5737595315113038,0.3783897414336761,5.035322010007751,0.6746784735399391,0.3783897414336761,0,0,0,0,0,Normal
2026-03-01,49_lingarajapura,91.75,96.23904255198605,4.489042551986032,4.892689429957527,0.2111968978291579,1.4173684536257305,-0.3408738766656319,4.892689429957527,0.2111968978291579,0.3408738766656319,0,0,0,0,0,Normal
2026-03-01,63_jayamahal,117.16,122.82788766432571,5.6678876643257325,4.837732728171504,2.448823416873934,2.165509947641289,0.5391052462182183,4.837732728171504,2.448823416873934,0.5391052462182183,0,0,0,0,0,Normal
2026-03-01,101_kamakshipalya,91.11,95.4795920717913,4.369592071791303,4.795952224554168,4.381247969973655,4.019220488270473,-0.1863546951030198,4.795952224554168,4.381247969973655,0.1863546951030198,0,0,0,0,0,Normal
2026-03-01,157_gali_anjaneya_swamy_temple_ward,133.31,126.94393016952203,-6.366069830477969,-4.775388065769985,5.767918088737205,4.313900014294855,1.827418865635424,4.775388065769985,5.767918088737205,1.827418865635424,0,0,0,0,0,Normal
2026-03-01,21_hebbal,160.69,168.3544224261849,7.664422426184899,4.769694707937581,5.606502709462277,2.7910989472487877,3.638706510400692,4.769694707937581,5.606502709462277,3.638706510400692,0,0,0,0,0,Normal
2026-03-01,165_ganeshmandira_ward,109.01,114.1490635396538,5.13906353965379,4.714304687325741,3.2450292052628384,1.5753518125591326,1.726543425183109,4.714304687325741,3.2450292052628384,1.726543425183109,0,0,0,0,0,Normal
2026-03-01,177_j.p.nagar,162.65,170.19188578929518,7.541885789295179,4.636880288530698,1.3434797105144436,3.339316297287992,-0.1391465677179851,4.636880288530698,1.3434797105144436,0.1391465677179851,0,0,0,0,0,Normal
2026-03-01,1_kempegowda_ward,109.74,114.75783182565031,5.017831825650319,4.572472959404337,4.490172172827036,4.872877315645571,-0.4758263233919638,4.572472959404337,4.490172172827036,0.4758263233919638,0,0,0,0,0,Normal
2026-03-01,53_basavanapura,201.81,210.87527097643087,9.065270976430869,4.491983041688155,-1.192493366156213,1.58446626134259,-1.735978634109126,4.491983041688155,1.192493366156213,1.735978634109126,0,0,0,0,0,Normal
2026-03-01,61_s.k._garden,74.27,77.50421168664933,3.234211686649332,4.354667680960457,-2.005364669817355,0.9168969407735992,-1.7166282346912674,4.354667680960457,2.005364669817355,1.7166282346912674,0,0,0,0,0,Normal
2026-03-01,108_srirammandira_ward,112.16,116.99426842968964,4.834268429689644,4.310153735457956,0.6435295770689795,1.9144799119691127,-0.5829447035309817,4.310153735457956,0.6435295770689795,0.5829447035309817,0,0,0,0,0,Normal
2026-03-01,171_gurappanapalya,187.08,179.088391500778,-7.991608499222025,-4.271759941854834,2.574573534052293,0.9084235429213784,2.310597644967783,4.271759941854834,2.574573534052293,2.310597644967783,0,0,0,0,0,Normal
2026-03-01,109_chikpet,107.59,112.15648364627236,4.566483646272346,4.2443383644133705,-1.0533833244063495,1.9512303810672849,-2.9337069795954065,4.2443383644133705,1.0533833244063495,2.9337069795954065,0,0,0,0,0,Normal
2026-03-01,60_sagayapuram,90.41,94.21343896438908,3.803438964389088,4.206878624476372,-0.2237374813552032,0.6828616258072152,-0.5310674455655867,4.206878624476372,0.2237374813552032,0.5310674455655867,0,0,0,0,0,Normal
2026-03-01,48_muneshwaranagar,34.67,36.09555759620009,1.4255575962000862,4.11179000923013,-2.015791918253608,0.3873413653785795,-0.8460236886632946,4.11179000923013,2.015791918253608,0.8460236886632946,0,0,0,0,0,Normal
2026-03-01,79_sarvagnanagar,73.15,76.14142942752754,2.9914294275275357,4.089445560529781,-2.973112719751806,1.0761505470890154,-4.50381679389312,4.089445560529781,2.973112719751806,4.50381679389312,0,0,0,0,0,Normal
2026-03-01,58_hosathippasandra,144.13,150.0077593537911,5.877759353791106,4.078095714834598,-1.645100030914623,2.477182539364653,-3.4215832953880123,4.078095714834598,1.645100030914623,3.4215832953880123,0,0,0,0,0,Normal
2026-03-01,184_uttarahalli,296.9,308.58467678932163,11.684676789321657,3.935559713479844,2.7780511003968544,5.10506611122733,1.5556131708581835,3.935559713479844,2.7780511003968544,1.5556131708581835,0,0,0,0,0,Normal
2026-03-01,180_banashankari_temple_ward,112.21,116.54076597147451,4.33076597147452,3.85951873404734,2.892202367138564,1.7831526388207672,1.904843992415108,3.85951873404734,2.892202367138564,1.904843992415108,0,0,0,0,0,Normal
2026-03-01,123_vijaynagar,82.48,85.64664201984402,3.1666420198440197,3.839284699131934,2.255813953488369,2.829293197955965,-1.4125560538116648,3.839284699131934,2.255813953488369,1.4125560538116648,0,0,0,0,0,Normal
2026-03-01,77_dattathreya_temple,109.83,113.9854394060898,4.155439406089798,3.7835194446779545,1.3312313890348535,1.3501111065390434,-0.0172830971310024,3.7835194446779545,1.3312313890348535,0.0172830971310024,0,0,0,0,0,Normal
2026-03-01,169_byrasandra,110.75,114.90000150504264,4.150001505042653,3.747179688526097,-0.889210716871826,3.011085075738188,-3.6980749746707153,3.747179688526097,0.889210716871826,3.6980749746707153,0,0,0,0,0,Normal
2026-03-01,111_shanthala_nagar,218.11,226.22900997530255,8.11900997530256,3.7224382079237817,-0.249730829046539,5.00105322240561,-1.884211455299625,3.7224382079237817,0.249730829046539,1.884211455299625,0,0,0,0,0,Normal
2026-03-01,141_azadnagar,108.93,104.88686604312652,-4.043133956873476,-3.711680856397205,-4.926950575069939,3.49714645580269,-8.37602228812797,3.711680856397205,4.926950575069939,8.37602228812797,0,0,0,0,0,Normal
2026-03-01,64_rajamahal,84.92,88.03459226811492,3.1145922681149187,3.667678130140036,2.26638383387295,1.255866234915209,0.936639118457294,3.667678130140036,2.26638383387295,0.936639118457294,0,0,0,0,0,Normal
